gene_symbol,HealthyLungBiopsy_2,HealthyLungBiopsy_1,COVID19Lung_2,COVID19Lung_1
TAS1R1,2.53709080106044,0.520656079258937,0,0
ZBTB48,237.471698979257,122.874834705109,66.9695893892873,0
KLHL21,366.355911673127,658.890268302184,40.1817536335724,157.398875592076
PHF13,205.504354885895,474.578016244521,13.3939178778575,0
THAP3,160.851556787232,210.865712099869,66.9695893892873,0
DNAJC11,106.557813644538,123.655818823997,0,0
CAMTA1,656.599099314441,986.903598235314,1821.57283138862,944.393253552458
VAMP3,2168.19779858625,1001.74229649419,991.149922961453,629.595502368305
PER3,191.804064560169,259.026399431321,0,0
UTS2,14.7151266461505,2.08262431703575,0,0
TNFRSF9,22.3263990493318,102.56924761401,0,0
PARK7,1691.22472798689,1347.71826116176,924.180333572165,1573.98875592076
ERRFI1,1309.13885334719,6382.7228756353,160.72701453429,0
SLC45A1,37.5489438556945,2.86360843592415,0,0
RERE,1139.66118783635,572.72168718483,522.362797236441,0
ENO1,8077.58969241622,26984.0426197529,6201.38397744801,5823.75839690683
ENO1-AS1,1.52225448063626,0.520656079258937,0,0
CA6,0,1.04131215851787,0,0
SLC2A7,0,0,0,0
